InchiKey,SMILES,logBB,BBclass,fold
BNKIWXODDDABSJ-UHFFFAOYSA-N,CCN4CCc3[nH]c2cc(F)c1scc(C)c1c2c3C4,,1,7
BNRMWKUVWLKDQJ-UHFFFAOYSA-N,FC(F)(F)c1cccc(c1)N2CCN(CC2)CCc4nnc5C3CCCC3Cn45,,1,4
BNUBDUMYBATHHL-UHFFFAOYSA-N,CC[C@]3([H])CC[C@@](N)([H])[C@]([H])(O[C@]2([H])[C@](N)([H])C[C@@](N)([H])[C@]([H])(O[C@]1([H])OC[C@@](C)(O)[C@]([H])(NC)[C@@]1(O)[H])[C@]2(O)[H])O3,,0,2
BNZDNQPBLJIWJS-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)C2C(C2C(=O)O)C3=CC=C(C=C3)OC,,1,4
BOBLHFUVNSFZPJ-UHFFFAOYSA-N,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(OC(C)=O)C(=O)COC(C)=O,,1,7
BOEGTKLJZSQCCD-UHFFFAOYSA-N,CC1=C(N3C(SC1)C(NC(=O)C(N)c2ccc(O)cc2)C3=O)C(O)=O,,0,5
BOFKYYWJAOZDPB-UHFFFAOYSA-N,CCCCC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)CO,,1,3
BOPSUAHGQHFKGG-UHFFFAOYSA-N,O=C(C1=CC=C(C=C1)C2=CC(C(NC3CC3)=O)=CC=C2C)NCC4CC4,-0.52,1,8
BOVGTQGAOIONJV-UHFFFAOYSA-N,C/C1=C/C=C(C=C1)[S](=O)(=O)NC(=O)NN3C[C@]2([H])CCC[C@]2([H])C3,,1,10
BPEGJWRSRHCHSN-UHFFFAOYSA-N,O=C(N(C)N=N1)N2C1=C(C(N)=O)N=C2,-0.47,1,3
BPEWUONYVDABNZ-UHFFFAOYSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC(=O)O2,,0,1
BPICBUSOMSTKRF-UHFFFAOYSA-N,Cc1cccc(C)c1NC2=NCCCS2,,1,4
BPLBGHOLXOTWMN-UHFFFAOYSA-M,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C([O-])=O,,0,9
BPLBGHOLXOTWMN-UHFFFAOYSA-N,CC3(C)SC2C(NC(=O)COc1ccccc1)C(=O)N2C3C(O)=O,,0,8
BQDBKDMTIJBJLA-UHFFFAOYSA-N,CS(=O)(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CC2)C(N)=O)c3c4,,1,7
BQDUNOMMYOKHEP-UHFFFAOYSA-N,CC(C)(C)C1=CC2=NN=C(C3=CC(F)=CC=C3F)N2N=C1OCC4=NC=NN4C,-0.22,1,9
BQJCRHHNABKAKU-UHFFFAOYSA-N,O1C2C(O)C=CC3C(N(C)CC4)Cc5ccc(O)c1c5C234,-0.430216664,1,6
BQJCRHHNABKAKU-UHFFFAOYSA-O,C[NH+]1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,-0.40450001,1,4
BRABPYPSZVCCLR-UHFFFAOYSA-N,COc3ccc2Sc1ccccc1N(CCCN(C)C)c2c3,,1,4
BRCYAOFSVFIBPV-UHFFFAOYSA-N,CN(C)CC2=Cc1ccccc1Sc3ccccc23,,1,9
BRPOADLGOFPKKJ-UHFFFAOYSA-N,CCn2c1c(CCSC1(C)CCN(C)C)c3ccccc23,,1,2
BRUQQQPBMZOVGD-UHFFFAOYSA-N,O=C(CC1)[C@@]2([H])[C@]([C@]1(O)[C@H](N3C)C4)(CC3)c5c4ccc(OC)c5O2,0.11,1,10
BSHYASCHOGHGHW-UHFFFAOYSA-N,CC(=O)C14OC(C)(C)OC1CC5C3CCC2=CC(=O)C=CC2(C)C3(F)C(O)CC45C,,1,9
BSIJLJGDLNRGBY-UHFFFAOYSA-N,CC4(C)SC3C(NC(=O)C(NC(=O)C(C)(C)Oc1ccc(Cl)cc1)c2ccccc2)C(=O)N3C4C(O)=O,,0,9
BSJMWHQBCZFXBR-UHFFFAOYSA-N,OC1=C(C2CCC(CC2)c3ccc(Cl)cc3)C(=O)C(=O)c4ccccc14,,0,6
BSPSXMXQKZZNFP-UHFFFAOYSA-N,CCS(=O)(=O)CCN2C(=O)CN=C(c1ccccc1F)c3cc(Cl)ccc23,,1,5
BSUQCLSFQSUNED-UHFFFAOYSA-N,CCOC(=O)OC1C(CC(C)OC1OC1C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC1(C)O)N(C)C,,0,7
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)Oc(c1C(=O)O)cccc1,-0.568750004,1,7
BTFHLQRNAMSNLC-UHFFFAOYSA-N,CN(CCCOc1ccc(Cl)cc1Cl)CC#C,,1,10
BTFMCMVEUCGQDX-UHFFFAOYSA-N,CC(=O)c4ccc3Sc1ccccc1N(CCCN2CCC(CCO)CC2)c3c4,,1,3
BTIHMVBBUGXLCJ-UHFFFAOYSA-N,OCC(CC)NC1=NC(NCC2=CC=CC=C2)=C3C(N(C(C)C)C=N3)=N1,-0.72,1,10
BTNNPSLJPBRMLZ-UHFFFAOYSA-N,CC(N(Cc1cnc(C)nc1N)C=O)=C(CCOP(O)(O)=O)SC(=O)c2ccccc2,,1,3
BTTINANDDGKPNA-UHFFFAOYSA-N,N[S](=O)(=O)C=1C=C3C(=CC=1[Cl])N[C@]([H])(CN2CCCC2)N[S]3(=O)=O,,1,3
BTWKIULTHOSUDJ-UHFFFAOYSA-N,C/C1=C/C=C2C(=N1)N(CC)C[C@]([H])(C2=O)C(O)=O,,1,5
BUCORZSTKDOEKQ-UHFFFAOYSA-N,CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,,1,9
BUGYDGFZZOZRHP-UHFFFAOYSA-N,CC13CC2CC(C)(C1)CC(N)(C2)C3,,1,10
BUJAGSGYPOAWEI-UHFFFAOYSA-N,C/C1=C/C=CC(C)=C1NC(=O)[C@@](C)(N)[H],,1,7
BULMIDNYAWYAMZ-UHFFFAOYSA-N,CNC(=O)NC(O)C(Cl)(Cl)Cl,,1,1
BVCKFLJARNKCSS-UHFFFAOYSA-N,COC3(NC(=O)C(C(O)=O)c1ccsc1)C2SC(C)(C)C(N2C3=O)C(O)=O,,0,6
BVMTUIGOAGPZCK-UHFFFAOYSA-N,FC(F)(F)CC(F)Br,0.270000005,1,10
BVMYCHKQPGEOSI-UHFFFAOYSA-N,O=C2CC1(CCCC1)CC(=O)N2CCNCC4COc3ccccc3O4,,1,5
BVPWJMCABCPUQY-UHFFFAOYSA-N,COc1cc(N)c(Cl)cc1C(=O)NC2CCN(CC2)Cc3ccccc3,,1,5
BVPYPYSWYGKYAG-UHFFFAOYSA-N,NC(N)=NC1=NC(c2cc(NC(C)=O)ccc2)=CS1,-1.57000005,0,6
BWENFVHXWNVVGN-UHFFFAOYSA-N,CC4(C)SC3C(NC(=O)C(N=Cc1ccco1)c2ccc(O)cc2)C(=O)N3C4C(O)=O,,0,7
BWPIARFWQZKAIA-UHFFFAOYSA-N,CNCCCC2c1ccccc1C=Cc3ccccc23,,1,7
BWWVAEOLVKTZFQ-UHFFFAOYSA-N,CC3(C)SC2C(N=CN1CCCCCC1)C(=O)N2C3C(O)=O,,0,2
BXAMVNHBXFXFSK-UHFFFAOYSA-N,CCN(CC)C(=O)C2C1CC(C=C1)C2C(=O)N(CC)CC,,1,3
BXNRTMZZILHVNJ-UHFFFAOYSA-N,C4=C(N3CCN(CCCCN1C(C2C(C(C1=O)C(=O)N(C2=O)CCCC)(C)C)=O)CC3)C(=CC=C4)OC,,1,3
BXTXGKJWTQEQHL-UHFFFAOYSA-N,CN1CCC2(O)c3ccccc3Oc4ccc(Cl)cc4C2([H])C1,1.03,1,6
BXVOHUQQUBSHLD-UHFFFAOYSA-N,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NCO)C1=O,,0,4
BXZVVICBKDXVGW-UHFFFAOYSA-N,OC[C@@H](O1)CC[C@@H]1N(C=N2)C(NC=N3)=C2C3=O,-1.3005,0,2
BYALCVXDQPAMHM-UHFFFAOYSA-N,N1CCNC1=Nc2c(Cl)ccc(Cl)c2,0.38,1,8
BYALCVXDQPAMHM-UHFFFAOYSA-O,Clc1ccc(Cl)c(NC2=[NH+]CCN2)c1,0.38,1,10
BYFGXTUYWNOQIF-UHFFFAOYSA-N,O=S(C1=CC=C(C(N)=O)C=C1)(C2CCN(CCC3=CC=C(F)C=C3F)CC2)=O,-0.47,1,5
BYPFEZZEUUWMEJ-UHFFFAOYSA-N,CC(=O)CCCCN2C(=O)C1=C(N=CN1C)N(C)C2=O,,1,5
BYRKDHSWMQLYJB-UHFFFAOYSA-N,CC1OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(cc2)N(C)C)N(C)C(=O)C2CCCN2C(=O)C(C)NC(=O)C1NC(=O)c1ncccc1O)c1ccccc1,,0,3
BYWMOMBWRFUAMC-UHFFFAOYSA-N,CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c2ccccc2Cl,,1,2
BYZCJOHDXLROEC-UHFFFAOYSA-N,CC(=O)OCC(=O)C14N=C(C)OC1CC5C3CCC2=CC(=O)C=CC2(C)C3(F)C(O)CC45C,,1,2
BZKPWHYZMXOIDC-UHFFFAOYSA-N,O=S(C1=NN=C(NC(C)=O)S1)(N)=O,-0.52,1,3
BZLVMXJERCGZMT-UHFFFAOYSA-N,CC(C)(C)OC,0.360000005,1,8
CABBDKQGQDDPQA-UHFFFAOYSA-N,C1=C(F)C=CC2=C1NC(=C3C(=N2)SC(=C3)C)N4CCN(CC4)C,,1,2
CAHCBJPUTCKATP-UHFFFAOYSA-N,CCCC(C)(O)C1CC23C=CC1(OC)C4Oc5c(O)ccc6CC2N(C)CCC34c56,,1,3
CAMYKONBWHRPDD-UHFFFAOYSA-N,NC(=O)OCCCc1ccccc1,,1,2
CBDPCXYQNVDTMW-UHFFFAOYSA-N,CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,,1,7
CBGUOGMQLZIXBE-UHFFFAOYSA-N,CCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CCl,,1,6
CBHCDHNUZWWAPP-UHFFFAOYSA-N,CN1CCCC(C1)CN3c2ccccc2Sc4ccccc34,,1,7
CBKCWWFPPXCBCJ-UHFFFAOYSA-N,Nc1c2c(NC(C)C(c3ccccc3)=N2)cc(CC(OCC)=O)n1,0.27,1,6
CBQGYUDMJHNJBX-UHFFFAOYSA-N,CCOc1ccccc1OC(C2CNCCO2)c3ccccc3,,1,3
CBSWRAUYCIIUEI-UHFFFAOYSA-N,CCOC1CCN(C1)C(=O)c4cc(c2ccccc2)c(=O)n5CCc3ccc(Cl)cc3c45,,1,3
CBVCZFGXHXORBI-UHFFFAOYSA-N,O[C@@H]1CC2=CC=CC=C2[C@@H]1NC([C@H](C[C@H](O)CN3CCN(CC4=CN=CC=C4)C[C@H]3C(NC(C)(C)C)=O)CC5=CC=CC=C5)=O,-0.807940002,1,7
CBVCZFGXHXORBI-UHFFFAOYSA-P,CC(C)(C)NC(=O)C1C[NH+](Cc2cccnc2)CC[NH+]1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,-0.74083,1,9
CCCBULVFQMYIJZ-UHFFFAOYSA-N,O=C1N2CCCCC2=NC(C)=C1CCN3CCC(C4=COc5cc(F)ccc54)CC3,-0.32,1,4
CCUOZZURYIZOKX-UHFFFAOYSA-N,OCCC4CCN(CCC=C2c1ccc(F)cc1Sc3ccc(cc23)C(F)(F)F)CC4,,1,10
CDAZYPQZWWYWDX-UHFFFAOYSA-N,C4=C(C2=C3C(=NC(=NCC1CC1)CN2O)C=CC(=C3)Cl)C=CC=C4,,1,7
CDCHDCWJMGXXRH-UHFFFAOYSA-N,Clc1ccc2c(c1)C(=NCc3nncn23)c4ccccc4,,1,3
CDFTVVPIMLXJRX-UHFFFAOYSA-N,O=C1NCCN1C4CCN(CCC3COc2ccccc2O3)CC4,,1,8
CDKSMVGMMHOIEM-UHFFFAOYSA-N,CCCCCN1C=CC(=O)C(=C1C)O,,1,4
CDNFCUXEJDEBEX-UHFFFAOYSA-N,CCCSc1ccccc1N4CCN(CCCCn3c(=O)[nH]c2ccccc2c3=O)CC4,,1,9
CDOZDBSBBXSXLB-UHFFFAOYSA-N,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12,,1,3
CEAZRRDELHUEMR-UHFFFAOYSA-N,CNC(C)C1CCC(N)C(O1)OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O,,0,4
CEIJFEGBUDEYSX-UHFFFAOYSA-N,O=C3C2C1CCC(C1)C2C(=O)N3CCCCN4CCN(CC4)c5ncccn5,,1,5
CEMAWMOMDPGJMB-UHFFFAOYSA-N,C=CCO/C1=C/C=C/C=C1/OC[C@](O)([H])CNC(C)(C)[H],0.02,1,3
CESKLHVYGRFMFP-UHFFFAOYSA-N,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,,1,2
CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(CCl)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,,0,9
CEUORZQYGODEFX-UHFFFAOYSA-N,Clc4cccc(N3CCN(CCCCOc2ccc1CCC(=O)Nc1c2)CC3)c4Cl,,1,2
CEYGCFLPQFNPST-UHFFFAOYSA-N,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4,-1.48,0,7
CFBQYWXPZVQQTN-UHFFFAOYSA-N,Oc5ccc4CC2C1CCCCC1(CCN2CCc3ccccc3)c4c5,,1,3
CFBUZOUXXHZCFB-UHFFFAOYSA-N,CO/C1=C/C=C(/C=C1/O[C@@]2([H])CCCC2)[C@]3(C#N)CC[C@@]([H])(CC3)C(O)=O,,1,4
CFEAIVJTMABOIJ-UHFFFAOYSA-N,CN1[C@H]2CC[C@H]1[C@@H](CC(O)=O)[C@@H](OC(C3=CC=CC=C3)=O)C2,-1.35,0,5
CFOYBMUYCBSDAL-UHFFFAOYSA-N,Clc5ccc4Sc1ccccc1N(CCCN2CCC3(CC2)NC(=O)CS3)c4c5,,1,2
CFOYWRHIYXMDOT-UHFFFAOYSA-N,CCOC(=O)N1C=CN(C)C1=[S],,1,3
CGIGDMFJXJATDK-UHFFFAOYSA-M,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,-1.26,0,4
CGIGDMFJXJATDK-UHFFFAOYSA-N,CC(N1C(c2ccc(Cl)cc2)=O)=C(CC(O)=O)c3c1ccc(OC)c3,-1.26,0,4
CGVVIRBOJFDFBH-UHFFFAOYSA-N,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)CC(O)(CC3O)C(O)CO)O,,0,5
CHBRHODLKOZEPZ-UHFFFAOYSA-N,CCc2cc1C(=NCC(=O)N(C)c1s2)c3ccccc3Cl,,1,10
CHCISLOJADQUNQ-UHFFFAOYSA-N,CC1=NC=C2N1c3ccc(Cl)cc3C(c4c(Cl)cccc4)=NC2,0.74,1,6
CHEBXWARWMFQKF-UHFFFAOYSA-N,CC3(C)SC2C(NC(=O)C(C)(C)Oc1ccccc1)C(=O)N2C3C(O)=O,,0,9
CHFSOFHQIZKQCR-UHFFFAOYSA-N,C1=C(Cl)C(=C(C2=C1NC(=O)C(N2)=O)[N+](=O)[O-])Cl,,1,10
CHIFCDOIPRCHCF-UHFFFAOYSA-N,Clc3ccc2NC(=O)CN=C(c1ccccc1Cl)c2c3,,1,10
CHPITGJOZSVPGL-UHFFFAOYSA-N,C1=C(F)C=CC3=C1C=C(SCCNC)C2=CC=CC=C2O3,,1,8
CHQKHXJPWDSTPY-UHFFFAOYSA-N,NC(=O)NCCN1CCN(CC1)c2cccc(c2)C(F)(F)F,,1,6
CIDUJQMULVCIBT-UHFFFAOYSA-N,CCNC2CC(N)C(OC1OC(=CCC1N)CN)C(O)C2OC3OCC(C)(O)C(NC)C3O,,0,4
CILDGVODBJAMGO-UHFFFAOYSA-N,CC(c1ccccc1)n2ccnc2C,,1,1
CIMALVIHZVKKPE-UHFFFAOYSA-N,CC(/C=C/C1=CC=CS1)=O,-0.14,1,2
CIPAOWLQTIPSII-UHFFFAOYSA-N,CCc1ccc(cc1)-c(cc2)ccc2C(=O)N(C)C3CCN(C3)C(=O)N(C4)CCC4N5CCCCC5,0.81,1,8
CIWBQSYVNNPZIQ-UHFFFAOYSA-N,CCC(=O)OCC(=O)C3(OC(=O)CC)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C,,1,1
CIWBSHSKHKDKBQ-UHFFFAOYSA-N,OCC(O)C1OC(=O)C(=C1O)O,,1,4
CIZCSUNUBQXVFP-UHFFFAOYSA-N,Fc1ccccc1C2=NCCN(CC(F)(F)F)c3ccc(Cl)cc23,,1,6
CJCSPKMFHVPWAR-UHFFFAOYSA-N,C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,,0,10
CJGOZEVWXQGMCS-UHFFFAOYSA-N,C3=C(C1=NCCN=C2N(NC(=C12)C)C)C=CC=C3Cl,,1,9
CJLJXCDVYJKDTR-UHFFFAOYSA-N,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)[nH]cn2)CN1CCCC1)=O,,0,9
CJOFXWAVKWHTFT-UHFFFAOYSA-N,c1cc(C(F)(F)F)ccc1C(=NOCCN)CCCCOC,0.79000001,1,3
CJOFXWAVKWHTFT-UHFFFAOYSA-O,COCCCCC(=NOCC[NH3+])c1ccc(C(F)(F)F)cc1,0.79000002,1,8
CLQSJCIFSYYOLF-UHFFFAOYSA-N,Oc1cc(OCCCCOc2ccc3c(OC(C=C3)=O)c2)ccc1C(CC(C)C)=O,-1.52,0,7
CLWKPJAEUYKOOY-UHFFFAOYSA-N,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4ccc(N)c(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,,0,6
CMCCHHWTTBEZNM-UHFFFAOYSA-N,CC(C)C(Br)C(=O)NC(N)=O,,1,6
CMEBTCWURHMCEE-UHFFFAOYSA-N,CN(C)CC1COC3(O1)c2ccccc2COc4ccccc34,,1,1
CMFUDRPCXZQTOM-UHFFFAOYSA-N,CN2C(=O)CN=C(C1=CCCCC1)c3cc(ccc23)N(=O)=O,,1,4
CMKUGKVVUUGBHJ-UHFFFAOYSA-N,CN(C)CCn1cnc2n(C)c(=O)n(C)c(=O)c12,,1,6
CMPAGYDKASJORH-UHFFFAOYSA-N,C[C@@]([H])(N[C@]([H])(CCC=1C=CC=CC=1)C(O)=O)C(=O)N3CC=2/C=C(/OC)C(=CC=2C[C@]3([H])C(O)=O)OC,,0,8
CMPHKNLTWCBULI-UHFFFAOYSA-N,CN(C)(=O)CCC=C2c1ccccc1C=Cc3c(Cl)cccc23,,1,9
CMWTZPSULFXXJA-UHFFFAOYSA-N,O=C(O)[C@@H](C)c(c1)ccc(c12)cc(cc2)OC,0.1,1,7
CNBGNNVCVSKAQZ-UHFFFAOYSA-N,CN(C)CCCO/C3=N/N(CC=1C=CC=CC=1)C=2C=CC=CC=23,,1,9
CNWSHOJSFGGNLC-UHFFFAOYSA-N,Cc2c1C(=NCC(=O)Nc1cn2C)c3ccccc3,,1,4
COALJHRGWIXLFP-UHFFFAOYSA-N,CC(C)NC1=CC=CN=C1N2CCNCC2,-0.14,1,4
COVZYZSDYWQREU-UHFFFAOYSA-N,C[S](=O)(=O)OCCCCO[S](C)(=O)=O,,1,2
COWWILCLLRVLSC-UHFFFAOYSA-N,OC1CCN(CC1)c2ccc(nn2)c3ccc(Cl)cc3Cl,,1,8
CPAJEEPPMHHQRO-UHFFFAOYSA-N,CC=2NC(C)=C(OC(C)=O)[C@@]([H])(C1=CC=C/C=C1/[N+]([O-])=O)C=2C(=O)OC,,1,6
CPTBDICYNRMXFX-UHFFFAOYSA-N,CNNCc1ccc(cc1)C(=O)NC(C)C,,1,1
CQBGCZLGSWZJNE-UHFFFAOYSA-N,FCCc1cc(N)c(cc1)Sc(c2N(C)C)cccc2,0.54879616,1,5
CQDJBGPGXJWZTD-UHFFFAOYSA-N,Clc1ccc(cc1)C(OCCN2CCOCC2)c3ccccc3,,1,4
CQRKVVAGMJJJSR-UHFFFAOYSA-N,C[N+]1(C)CCC[C@]1([H])COC(=O)C(O)(C=2C=CC=CC=2)C3=CC=CC=C3,,0,6
CRXVPWCHOPXHMN-UHFFFAOYSA-N,Cc1ccccc1N3CCN(CCCOc2ccccn2)CC3,,1,9
CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(=O)C,-0.15666667,1,7
CSHAGXNCUXPCPU-UHFFFAOYSA-N,CC5(C)OC4CC3C2CC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)COC(=O)c7cc6ccccc6o7,,1,5
CSIVCTHRYRVJCI-UHFFFAOYSA-N,NCCc(n1)cn(c12)cccc2,0.25,1,8
CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1c(C)cccc1,0.397499996,1,4
CTRLABGOLIVAIY-UHFFFAOYSA-N,NC(=O)N2c1ccccc1CC(=O)c3ccccc23,,1,4
CTVWDECRSJQAAN-UHFFFAOYSA-N,CNC(C[N+]([O-])=O)=NCCSC1=CC=C(CN(C)C)O1,-1.23,0,1
CUCHJCMWNFEYOM-UHFFFAOYSA-N,CCOC(=O)C3N=C(c1ccccc1F)c2cc(Cl)ccc2NC3=O,,1,5
CUFWYVOFDYVCPM-UHFFFAOYSA-N,C5=C3C1=C(OC4C12C(C(N(CC2)C)C3)CC=C4C)C(=C5)O,,1,3
CVARSWBYYDGHPT-UHFFFAOYSA-N,CC(C)CN1CCN(CC1)c2ccc(I)cc2,1.38,1,5
CVBMAZKKCSYWQR-UHFFFAOYSA-N,COC5C(CC4CN3CCc1c([nH]c2ccccc12)C3CC4C5C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,,1,4
CVEKPEDQESUNSP-UHFFFAOYSA-N,COc3ccc2Oc1ccccc1C(=CCCN(C)C)c2c3,,1,3
CVHZOJJKTDOEJC-UHFFFAOYSA-N,O=C1N[S](=O)(=O)C2=CC=CC=C12,,1,5
CWCAUFWLFIUQHP-UHFFFAOYSA-N,COCN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,,1,3
CWRVKFFCRWGWCS-UHFFFAOYSA-N,n1nnn(c12)CCCCC2,-0.03,1,10
CXDWHYOBSJTRJU-UHFFFAOYSA-N,CC(=O)C3(O)C(O)CC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,,1,3
CXEGHCTZKNQDGO-UHFFFAOYSA-N,C4=C(C2=C1C3=C(SC1=NC(=O)CN2)CCCC3)C=CC=C4,,1,2
CXGGLKVQGDLNGH-UHFFFAOYSA-N,COc2cc1CC(OS(=O)(=O)c1cc2OC)C(=O)NC(C)CC(C)(C)N(C)C,,1,5
CXGTZJYQWSUFET-UHFFFAOYSA-N,CCO[C@]([H])(C/C1=C/C=C(C=C1)OCC/C2=C/C=C(C=C2)O[S](C)(=O)=O)C(O)=O,,1,10
CXHKZHZLDMQGFF-UHFFFAOYSA-N,CON=C(C(=O)NC2C1SCC(=C(N1C2=O)C(O)=O)CSc3cnns3)c4csc(N)n4,,0,9
CXOFVDLJLONNDW-UHFFFAOYSA-N,c1ccccc1C2(C(=O)NC(=O)N2)c3ccccc3,-0.182625,1,5
CXOXHMZGEKVPMT-UHFFFAOYSA-N,c1c(Cl)ccc(c12)N(C)C(=O)CC(=O)N2c3ccccc3,0.355000001,1,9
CYDMQBQPVICBEU-UHFFFAOYSA-N,CN(C)C2C1CC4C(=C(O)C1(O)C(=O)C(=C2O)C(N)=O)C(=O)c3c(O)ccc(Cl)c3C4(C)O,,0,7
CYJQCYXRNNCURD-UHFFFAOYSA-N,CN3CCC2Nc1ccc(C)cc1C2C3,,1,3
CYNYIHKIEHGYOZ-UHFFFAOYSA-N,CCCBr,0.270000005,1,1
CYQFCXCEBYINGO-UHFFFAOYSA-N,CCCCCc(cc1O)cc(c12)OC(C)(C)[C@H]3[C@H]2C=C(C)CC3,0,1,9
CYTYCFOTNPOANT-UHFFFAOYSA-N,ClC(Cl)=C(Cl)Cl,0.37,1,3
CYXIKYKBLDZZNW-UHFFFAOYSA-N,ClCC(F)(F)F,0.008818127,1,7
CYZWCBZIBJLKCV-UHFFFAOYSA-N,CCCN(C(CC)C(=O)N(C)C)C(=O)C=CC,,1,9
CZBOZZDZNVIXFC-UHFFFAOYSA-N,CN1CCN(CC1)CC(=O)C4(O)CCC5C3CCC2=CC(=O)C=CC2(C)C3C(O)CC45C,,1,7
CZJXBZPJABCCRQ-UHFFFAOYSA-N,CC34CC(Cl)C1(Cl)C(CCC2=CC(=O)C=CC12C)C3CCC4(O)C(=O)CO,,1,4
CZTPLYMKHNEVHO-UHFFFAOYSA-N,Cc1ccc(CC2=CN=C(NCCSCc3oc(cc3)C(C)(C)N)NC2=O)cn1,-1.05999995,0,8
CZXUQBVMAUWSBX-UHFFFAOYSA-N,NN1C=Nc2cc3ccccc3cc2C1=O,,1,4
DACOQFZGGLCXMA-UHFFFAOYSA-N,CCC1(C(=O)N(COC)C(=O)N(COC)C1=O)c2ccccc2,,1,5
DAFCHQXXMZCOOE-UHFFFAOYSA-N,CC(C)(O)Cn(n1)c(=O)ccc1-c2c(-c3ccccc3)nn(c24)cccc4,-0.23,1,9
DAIKHDNSXMZDCU-UHFFFAOYSA-N,CC(C)C1OC(=O)C2=CCCN2C(=O)c2coc(n2)CC(=O)CC(O)C=C(C)C=CCNC(=O)C=CC1C,,0,6
DALKLAYLIPSCQL-UHFFFAOYSA-N,CCC(=O)OC3(CCC4C2CC(C)C1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)COC(C)=O,,1,3
DBABZHXKTCFAPX-UHFFFAOYSA-N,O=C(O)c1ccc(cc1)S(=O)(=O)N(CCC)CCC,-0.4,1,9
DBEPLOCGEIEOCV-UHFFFAOYSA-N,C[C@@]34CC[C@]1([H])[C@@]([H])(CC[C@]2([H])NC(=O)C=C[C@@]12C)[C@@]3([H])CC[C@@]4([H])C(=O)NC(C)(C)C,,1,8
DBESQBZOXMCXPV-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)C4CCN(CCCn2c(=O)[nH]c3cc(Cl)ccc23)CC4,,1,9
DBQMQBCSKXTCIJ-UHFFFAOYSA-N,Nc2cc(OCC1CC1)c(cc2Cl)C(=O)NC3CN4CCC3CC4,,1,7
DBVJJBKOTRCVKF-UHFFFAOYSA-N,CC(O)([P](O)(O)=O)[P](O)(O)=O,,0,1
DBXSOFDAWXSIJV-UHFFFAOYSA-N,CC(C)CCNCC2COc1ccccc1O2,,1,10
DCFFMOYFRXJGII-UHFFFAOYSA-N,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CC(CC1)(C)C)=O,,1,3
DCOPUUMXTXDBNB-UHFFFAOYSA-N,ClC1=C(NC2=CC=CC=C2CC(O)=O)C(Cl)=CC=C1,-1.3,0,9
DCSUBABJRXZOMT-UHFFFAOYSA-N,COC2CN(CCCOc1ccc(F)cc1)CCC2NC(=O)c3cc(Cl)c(N)cc3OC,,1,9
