InchiKey,smiles,logD,fold
ARJGUVIAPHIKLE-UHFFFAOYSA-N,COc1ccc(C=C2SC(=O)NC2=O)cc1OC,1.17,9
ARJLZIQJKVTPEU-UHFFFAOYSA-N,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1cccnn1,0.7,3
ARLXUYKHWSHMLR-UHFFFAOYSA-N,Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,3.3,7
ARNKXWVHOPUZBD-UHFFFAOYSA-N,COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc(C(C)C)c34)CC2)CC1,3.3,6
ARQPPPCSTGSCQR-UHFFFAOYSA-N,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,1.28,8
ARTYZBLKDXNPKZ-UHFFFAOYSA-N,Cc1ccc(OC(=O)N2CCN3CCC2CC3)cc1,1.02,1
ASEWBZJHLDHXLR-UHFFFAOYSA-N,Cn1ccc2cc(NC(=O)c3cnn4cccnc34)c(N3CCOCC3)cc2c1=O,1.5,6
ASNKYVLXSCWECJ-UHFFFAOYSA-N,S=c1[nH]c(CCc2ccccc2)no1,-0.25,5
ASQDMAQHZGURLM-UHFFFAOYSA-N,Cc1nn(C)c2c1-c1cnc(N)c(c1)O[C@H](C)c1cc(F)ccc1C(=O)N(C)C2,2.2,5
ASROBFZJWMKUSD-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(CC(F)(F)F)CC2)cc1,1.08,7
ASYUPMRGDBGEFR-UHFFFAOYSA-N,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1,2.9,10
ATFQBBCQZKVZJN-UHFFFAOYSA-N,Cc1[nH]c2c(N3CCO[C@H](CO)C3)c(C#N)c(C(F)(F)F)nc2c1Cl,2.5,4
ATFYRUSTGFGETD-UHFFFAOYSA-N,COc1ccc(C2N(c3ccc(OC)cc3)C(=O)C2(C)C)cc1,3.8,8
ATHKJBIDRCZNEI-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(OC)cc2)C1)C(C)(C)C,1.45,5
ATKRWWYTIGCNEA-UHFFFAOYSA-N,Nc1nc(N)c(-c2ccc(NC(=O)C3CC3)cc2)c(COCc2ccccc2)n1,2.46,9
ATNVLHUUAGRLAR-UHFFFAOYSA-N,Cc1cncc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2Cl)c1,1.6,1
ATOAVZQFLCOJQE-UHFFFAOYSA-N,Cc1c(C2(C(F)(F)F)CC2)nc(C2CC2)n1-c1c(Cl)ccc(N2CC3(CC(C(=O)O)C3)C2)c1Cl,2,6
ATPAZLJUTRYFNR-UHFFFAOYSA-N,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,3.33,1
ATPGXQYJSRBLBD-UHFFFAOYSA-N,CS(=O)(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4[nH]cc(C5CCOCC5)c34)CC2)CC1,1.5,7
ATTHUJRLLSVDIF-UHFFFAOYSA-N,COc1cc(Cl)c(Nc2nc(Br)cn([C@@H](COCCF)C3CC3)c2=O)c(Cl)c1,4.1,10
ATUPPYCMPHBNGW-UHFFFAOYSA-N,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(CS(C)(=O)=O)cc3)cc12,3.5,8
ATWJNLKZIRYLJW-UHFFFAOYSA-N,CN1CCC(Nc2ccn3c(-c4ccnc(N)n4)c(-c4ccc(F)cc4)nc3c2)CC1,2.2,9
ATWTWEBSSHJSEC-UHFFFAOYSA-N,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccccc2)n1,1.94,2
ATZDFFVQPCJAEU-UHFFFAOYSA-N,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)COC(C)=O,2.07,4
AUAYEZNPJOOJDS-UHFFFAOYSA-N,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(N)=O)CC3)cc2)nc1C(N)=O,2.7,4
AUBKOASTNWNWLZ-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3c(C(F)F)ccnc32)CC1,3.2,8
AUMDBEHGJRZSOO-UHFFFAOYSA-N,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,3.17,3
AUOOZDDVOSJKAY-UHFFFAOYSA-N,COc1cc(N(CC2CC2)c2cc(C(F)(F)F)ccc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,1.2,4
AURQGFNAFLUKPW-UHFFFAOYSA-N,CN(C)Cc1ccc2c(c1)CCN(C(=O)c1cc3cc(Br)ncc3n1C)C2,1.7,2
AUSXUKWTTCOLJV-UHFFFAOYSA-N,CC(=O)NC[C@H]1CN(c2ccc(-n3ccc(C#N)c3)c(F)c2)C(=O)O1,1.6,7
AUWOGGZUBMUZLD-UHFFFAOYSA-N,O=C(O)Cn1c(=O)c(/C=C/c2ccccc2)nc2ccccc21,0.05,3
AUYYCJSJGJYCDS-UHFFFAOYSA-N,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.97,5
AVAFSDMMBPCFKE-UHFFFAOYSA-N,COC(=O)CCCCCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,2.9,2
AVAKJOKXFVECHP-UHFFFAOYSA-N,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCC3)cc(N3CCOCC3)c2)n1,3.8,4
AVBAKIPEZOKYCC-UHFFFAOYSA-N,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CC4)cc3)n2)n1C(C)C,3.06,8
AVBMKZJCPMTLQS-UHFFFAOYSA-N,O[C@H]1CC[C@H](Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)CC1,2.6,7
AVCXUODHLRZJJP-UHFFFAOYSA-N,Cc1ccc(C)c2oc(-c3nc(-c4ccc(C(=O)O)cc4)no3)cc12,2.8,1
AVJHOQVVSKUYKV-UHFFFAOYSA-N,C[C@@H](Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,2.8,5
AVKGWXGSJRJBHL-UHFFFAOYSA-N,CC(C)n1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,3.55,7
AVOLMBLBETYQHX-UHFFFAOYSA-N,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.02,3
AVQNSHZBOYOSQZ-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1,1.1,6
AVTGWJNSLCDMMD-UHFFFAOYSA-N,OCCNCc1cc(Br)ccc1OCc1ccc(Cl)cc1,2.98,3
AWFHFGVGTBHVPI-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccnc1Oc1ccccc1,3.19,2
AWGXEGNEJAFGFA-UHFFFAOYSA-N,CC(C)(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,0.03,5
AWHIMFSHNAAMBM-UHFFFAOYSA-N,COCCOCCOCCOc1cccc(C2=N[C@@](C)(C(=O)O)CS2)c1O,-1.22,7
AWJUIBRHMBBTKR-UHFFFAOYSA-N,c1ccc2cnccc2c1,1.845,8
AWOLOLKCVZPBPS-UHFFFAOYSA-N,O=C(O)COc1ccc([N+](=O)[O-])cc1-c1ccccc1,-0.69,3
AWQLTDUXGVCRBV-UHFFFAOYSA-N,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,3.7,8
AWYLQRYFNVSRHJ-UHFFFAOYSA-N,O=C(O)CCc1ccc(-c2ccc3cnn(-c4ccccn4)c3c2)cc1,2.4,8
AWZMTWHHQXOWQR-UHFFFAOYSA-N,CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2c(n1)CCCC2,1.7,10
AXCPODYQWVLWMM-UHFFFAOYSA-N,C[C@@H]1CN(C(=O)OC(C)(C)C#N)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.3,1
AXEMKIDZWRJJEY-UHFFFAOYSA-N,CN(C)[C@H]1CC[C@H](Nc2ncnc3ccsc23)CC1,-0.2,9
AXJPXNNQSIMWMD-UHFFFAOYSA-N,O=C(Nc1ccc(Oc2cccnc2)nc1)c1nnc(Nc2ccccc2F)o1,3.1,4
AXNJRTBQYGIJON-UHFFFAOYSA-N,CNc1nccc(-c2cnn3ncccc23)n1,1.7,1
AYCBAFIFGGURIT-UHFFFAOYSA-N,FC(F)(F)c1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1,4.9,3
AYGDAGGEXLYLEB-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(CC3CC3)C2)CC1,2.54,1
AYICDFKLBCUUCO-UHFFFAOYSA-N,COC[C@@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OCF)cc2C)c1=O,3.1,6
AYIOMPFFUCURGC-UHFFFAOYSA-N,CNc1c(Br)cnc2[nH]c(-c3ccc(O)cc3)nc12,2.47,3
AYIRNRDRBQJXIF-UHFFFAOYSA-N,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,0.44,1
AYJIJQCAYLTPSZ-UHFFFAOYSA-N,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)C2(O)CC2)c1=O,1.8,6
AYLYLYGPZGHYDP-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC(C)(C)CN(C)C)n1,2.2,5
AYOQBSVJMUNSBV-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.69,5
AYPGYVOWMUSFPT-UHFFFAOYSA-N,Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl,2.98,7
AYPVPRGQTUGNOF-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1,1.34,6
AYQKIBOBFAZBCX-UHFFFAOYSA-N,C1=C(c2cc3ccccc3o2)C2CCN1CC2,2.59,5
AYWNCKNJOIZDHZ-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,3.12,4
AYXKDCNGRBXXLP-UHFFFAOYSA-N,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2C)n1,0.34,3
AYZQVGPXECKJJS-UHFFFAOYSA-N,Cc1cc(-c2cc[nH]n2)ccc1C(=O)[C@@H]1CCCC[C@H]1C(=O)Nc1cn(C)nc1C,3,1
AZFVZMKCOBJRAW-UHFFFAOYSA-N,NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O,2.3,3
AZHXFKCTCUPFGL-UHFFFAOYSA-N,Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1,3.1,1
AZILOBXGYLCCDL-UHFFFAOYSA-N,NC(=O)c1cnc2ccc(-c3cccnc3)cc2c1NCC1CCOCC1,2.1,1
AZRVSANIIWCDJQ-UHFFFAOYSA-N,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,3,10
AZVXDPLSBWBVKV-UHFFFAOYSA-N,COc1ccccc1C1N(c2ccccn2)C(=O)C1(C)C,3.2,4
AZYDQCGCBQYFSE-UHFFFAOYSA-N,CC(C)[C@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1,3.94,5
BABFYCSPNDKXRI-UHFFFAOYSA-N,NCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.5,2
BACSZMCLZIDTIO-UHFFFAOYSA-N,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CC[C@H](N(C)C)C4)cc3)ncc2F)n1C(C)C,2.26,2
BADAVYFNSYCZFA-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2c(ccn2-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(F)c2)c1,1.9,8
BADPPDCVNKPPEU-UHFFFAOYSA-N,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cc2cccc(C(=O)O)c2)c1=O)C(=O)C(F)(F)F,0.68,6
BAEUVFVUAABNHC-UHFFFAOYSA-N,CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,1.54,5
BAGKZNKMTKKDNL-UHFFFAOYSA-N,COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,0.29,10
BANRVMJUSXDIBF-UHFFFAOYSA-N,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1,3.4,2
BAPSXXUHQQELCY-UHFFFAOYSA-N,Cn1cc2cc(C(=O)Nc3ccc(F)c(Cl)c3)ccc2n1,2.64,9
BARFLFGXOAFAEM-UHFFFAOYSA-N,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C(F)(F)F)cc1,1.5,4
BATQCPTUBUKUDO-UHFFFAOYSA-N,O=C(O)[C@H](Cc1ccc(F)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)cc3)CC2)CC1,1.9,9
BATVBXSSNSBMMX-UHFFFAOYSA-N,Cc1cc(C(=O)NN2CCOCC2)nn1Cc1cc(Cl)cc2cc(-c3ccccc3)oc12,3,1
BAVQTLJQZAGNJY-UHFFFAOYSA-N,NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.7,9
BAXOFTOLAUCFNW-UHFFFAOYSA-N,c1ccc2[nH]ncc2c1,1.9,1
BAXYWZLAFRQNMU-UHFFFAOYSA-N,Cc1ccc(C(=O)NCc2cn(C)nn2)cc1S(=O)(=O)Nc1ccc(Cl)cc1,2.9,5
BBCDTCKKROIGAB-UHFFFAOYSA-N,Cc1oc2cc(O)ccc2c(=O)c1-c1ccccc1,2.95,10
BBJDKAQNUQEOHQ-UHFFFAOYSA-N,O=C(Nc1ccccc1Cl)Nc1cc(F)c(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)cc1Cl,3,10
BBKGKXNPYBEWIO-UHFFFAOYSA-N,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,2.7,5
BBOLHCAQUHPGPL-UHFFFAOYSA-N,CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1,2.6,1
BBPWQLMHOSRDMA-UHFFFAOYSA-N,CC1CC(=O)Nc2ccccc2N1,0.56,4
BBTNJRYVRKDPQM-UHFFFAOYSA-N,COc1ccc(-c2ccc3[nH]nc(C(=O)O)c3c2)cc1,0.1,7
BBUIQTAEZIRYKH-UHFFFAOYSA-N,Cc1ccc(CCCOCCS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)s1,2.41,7
BBXFOTRWNRLFBT-UHFFFAOYSA-N,Cc1ccc2c(-c3ccnc4cc(Cl)ccc34)c(C)n(CC(=O)O)c2c1,2.41,1
BBYRUZKRFAIQSR-UHFFFAOYSA-N,CC(C)Nc1ccc2cnn(-c3cncc(-n4ccc(CC(=O)O)c4)n3)c2c1,1.24,5
BBYRVOHZWJHMHW-UHFFFAOYSA-N,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(-c6ccco6)cc54)CC3)nc2N1,2.19,8
BBZIPONMDZDZAD-UHFFFAOYSA-N,COc1cccc(Oc2cncnc2O)c1,0.59,5
BBZQWGDQSGDLAR-UHFFFAOYSA-N,Cc1cc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)oc1C,1,9
BBZUBCUIVIEBCP-UHFFFAOYSA-N,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,1.4,8
BCAOCGDSOGDAQA-UHFFFAOYSA-N,CCOC(=O)c1ccccc1-c1csc(NS(=O)(=O)c2ccc(Cl)cc2)n1,2.43,9
BCEHBSKCWLPMDN-UHFFFAOYSA-N,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1.7,8
BCHOPQZXYFIQMM-UHFFFAOYSA-N,CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,3.68,4
BCIXVEZFKFKQET-UHFFFAOYSA-N,Cc1sc(N2CCN(C)CC2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,2.58,1
BCKYTUFUNAGTDV-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3c(CO)ccnc32)CC1,2.6,10
BCKZYTLSGWMFTG-UHFFFAOYSA-N,C[C@@H](Oc1cc(-c2cccc(S(C)(=O)=O)c2)cnc1N)c1cc(F)ccc1-n1nccn1,3.4,7
BCMCBBGGLRIHSE-UHFFFAOYSA-N,c1ccc2ocnc2c1,1.56,10
BCOSVBKPHCKEII-UHFFFAOYSA-N,c1ccc(Sc2ccc3ccccc3n2)cc1,3.92,5
BCRIIUOCRPDVDL-UHFFFAOYSA-N,CN1CCC(Nc2ccc3ncc(-c4cnn(Cc5ccccc5F)c4)n3n2)CC1,2.8,4
BCXCWJVLSDITQU-UHFFFAOYSA-N,CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C)c2)CC1,1.2,8
BDAPWZWKTLLUHO-UHFFFAOYSA-N,C=CCn1c(=O)c2c(-c3nc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,3.92,3
BDCALHIYMZXLRA-UHFFFAOYSA-N,C[C@@H]1CN(c2noc(C3COCCO3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,2.3,1
BDFHRUNNBXEXIG-UHFFFAOYSA-N,O=C(N[C@@H](Cc1ccc(OCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,-0.48,8
BDFSITGJCZCMTL-UHFFFAOYSA-N,CN(C)C(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,3.07,5
BDGUZDOTNGSANE-UHFFFAOYSA-N,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,3.29,4
BDLUIKGKNQFJIO-UHFFFAOYSA-N,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,2.82,2
BDRLCPRWVOMQFA-UHFFFAOYSA-N,COCc1ccc(-c2cc3c(cc2F)ncc2c3n([C@@H](C)C3CCOCC3)c(=O)n2C)cn1,2.7,8
BDSHHQZMJSYVRC-UHFFFAOYSA-N,CCN(CC)CCNc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3,3.3,5
BDZUZNJQNGZOIM-UHFFFAOYSA-N,CCCSc1c(C(=O)NC2CCCCC2)cnn1-c1cccc(C(=O)O)c1,0.7,7
BEEKYFOXURHHDV-UHFFFAOYSA-N,CCCSc1nc(N2CCC[C@@H](CC(=O)NS(C)(=O)=O)C2)ccc1C(=O)NC1CCCCC1,1.6,9
BEIOELRESMYFNS-UHFFFAOYSA-N,CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@@]1(C)c1ccc(/C=C/C(=O)O)cc1,2.7,1
BEWAPTMRQKYOSC-UHFFFAOYSA-N,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCC(O)C3)CCCC21,1.31,8
BEZGJHQKNMNRMH-UHFFFAOYSA-N,CN(C)Cc1ccc2c(-c3ccnc(N)n3)c(-c3ccc(F)cc3)nn2c1,2.5,7
BEZXGSZPWXRHIN-UHFFFAOYSA-N,CCOC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1,2.79,2
BEZZRZYETXKPJS-UHFFFAOYSA-N,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,4.3,6
BFBNLXLYTNCBES-UHFFFAOYSA-N,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)/C=C/C(=O)O,-0.71,4
BFDYSJCMAFSRDH-UHFFFAOYSA-N,O=P(O)(O)CCc1ccccc1,-1.14,5
BFEQYHQYYNNVEL-UHFFFAOYSA-N,Nc1nnc(Cc2ccc(Cl)cc2)s1,2.34,4
BFEVMCZTMCQMQX-UHFFFAOYSA-N,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3)n2)cc1,1.58,8
BFFBGZWQVKRFRU-UHFFFAOYSA-N,CCCC(Oc1ccc(-n2cc3c(n2)CCCC3)cc1)c1ccc(C(=O)NCCC(=O)O)cc1,2.7,8
BFFSFKBOYIWQLV-UHFFFAOYSA-N,O=C(Cc1ccc(OCc2ccccc2)cc1)NO,1.92,8
BFGUPTUEOURPQN-UHFFFAOYSA-N,CNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCN(C)CC4)cc3)nc12,2.91,10
BFIIANMKQVNCOV-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(Cl)n1,3.1,5
BFKKMWFRIGZMNC-UHFFFAOYSA-N,Cc1nn(-c2ncccc2NS(C)(=O)=O)cc1CN1CCC2(CC1)OCc1ccccc12,2.1,8
BFMYHRUQBZNPNN-UHFFFAOYSA-N,O=C(O)c1cncc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)c1,0.85,1
BFNCJMURTMZBTE-UHFFFAOYSA-N,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,1.57,9
BFNCPOVPMNPESI-UHFFFAOYSA-N,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccncc3)sc12,0.77,1
BFNZFBYPMNQUED-UHFFFAOYSA-N,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,2.12,5
BFODPUUHEITNCL-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,2,6
BFOFVXTZGJGLES-UHFFFAOYSA-N,N#Cc1cccc(-c2cccc(C(=O)O)c2)c1,0.3,2
BFPCQWHCVRJEKL-UHFFFAOYSA-N,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c2n1,3.99,6
BFYIZQONLCFLEV-UHFFFAOYSA-N,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,2.98,4
BGCDFCJIPDVNPE-UHFFFAOYSA-N,Cn1c(-c2ccccc2)cc2onc(-c3ccncc3)c2c1=O,3.17,6
BGDXMJHWJDPFBT-UHFFFAOYSA-N,CC(C)CNc1nc(C#N)nc(NC2CCS(=O)(=O)C2)c1N,2.3,1
BGFQLVAKOOLCDZ-UHFFFAOYSA-N,CN(C)[C@H]1CC[C@H](Nc2ncnn3cccc23)CC1,0,5
BGFUKOBHJOFLNH-UHFFFAOYSA-N,N=C(N)c1cc2c(/C=C/c3ccc4c(c3)OCO4)cccc2s1,2.2,9
BGGOPMHBZXFXDE-UHFFFAOYSA-N,CCOc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,2.63,1
BGHITEUBRBJBOP-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,3.1,10
BGIAGLAAKACCKE-UHFFFAOYSA-N,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)C2CCC2)c1=O,3.3,2
BGKFPRIGXAVYNX-UHFFFAOYSA-N,O=C(O)c1cc(O)c2c(Cl)cc(Cl)cc2n1,-0.56,1
BGLYKONMLBFSGK-UHFFFAOYSA-N,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,0.01,8
BGNHNMCZDLGXJG-UHFFFAOYSA-N,COc1cc(Cl)ccc1C[C@@H](C)C(=O)N1CCN(c2ccc(Cl)cc2[C@@H](NC(=O)[C@@H](C)N)C(C)C)CC1,4.5,4
BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,-1.02,10
BGTJHXYQADHXJK-UHFFFAOYSA-N,CS(=O)(=O)C1(c2cc(C3=CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1,2.9,5
BGVIIZRRMUKRPG-UHFFFAOYSA-N,COc1ccc(-c2c(C#N)c(C(=O)NN3CCCCC3)nn2-c2ccc(F)cc2Cl)cc1,2.8,10
BGXQGNICDPIKQK-UHFFFAOYSA-N,N#Cc1cc(Cl)ccc1O[C@H](CCN)c1ccccc1,0.91,6
BGZZDTDZGABGIV-UHFFFAOYSA-N,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(OC)cc1,1.39,4
BHBYCNZQHBBGHS-UHFFFAOYSA-N,NC(=O)c1cccc(OC2CCN(CC3CC3)CC2)c1,0.49,3
BHDAOCAOTBBVOL-UHFFFAOYSA-N,CCNC(=O)c1cc(C(C)Nc2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1,3.1,7
BHEDHMJAJBLHDH-UHFFFAOYSA-N,Cc1cc(OCC2CC2)cc(C)c1-c1cccc(COc2ccc(S(=O)(=O)CC(=O)O)cc2)c1,3.46,3
BHHDBWXURVOBCU-UHFFFAOYSA-N,COc1cc(C2=NN(c3ccc(C#N)c(Cl)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)O,2.1,2
BHMWTKSKABRIAP-UHFFFAOYSA-N,CN1CC[C@@](O)(C#Cc2cccc(-c3cc4ccccc4c(C(N)=O)n3)c2)C1=O,2.5,9
BHPNEZLHOOORFD-UHFFFAOYSA-N,Cc1nc(C)c(-c2ccc3c(c2)CC[C@]32CC[C@@H](c3nnn[nH]3)CC2)nc1C(N)=O,1.4,10
BHRQGUJVQWCXIL-UHFFFAOYSA-N,Cc1ccc(-c2nnc(N3CCN(C(=O)c4ccco4)CC3)c3ccccc23)cc1,3.78,9
BHSPHDLXXIXNCX-UHFFFAOYSA-N,CCCC1CCCCC(N)=N1,1.1,3
BHXYWMKHQZDQLR-UHFFFAOYSA-N,CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3,4
